experiment,epoch,val/det_loss,val/lane/cls,val/lane/reg,val/lane/line_iou,val/lane/mask_aux,val/lane_exist_acc,val/lane_point_mae
exp03_rmt_gca_lane_detail_joint,2.0,3.1716230487823487,0.05547451332211494,0.24369020760059357,0.9814294052124023,0.3848770606517792,0.6635000121593475,0.5354446792602539
exp03_rmt_gca_lane_detail_joint,3.0,3.122076082229614,0.04877838708460331,0.23955848097801208,0.980278582572937,0.3512872540950775,0.7025000119209289,0.5271479082107544
exp03_rmt_gca_lane_detail_joint,4.0,3.0992494773864747,0.042445621266961095,0.23895078301429748,0.9777985620498657,0.31788708448410036,0.797500011920929,0.5258950471878052
exp03_rmt_gca_lane_detail_joint,5.0,3.0901355266571047,0.043983645364642145,0.24027923345565796,0.9776705884933472,0.30161946654319766,0.7820000147819519,0.5284670424461365
exp03_rmt_gca_lane_detail_joint,6.0,3.0878383922576904,0.04287600539624691,0.23816074430942535,0.9764017534255981,0.2919822096824646,0.7975000071525574,0.524164913892746
exp03_rmt_gca_lane_detail_joint,7.0,3.086282968521118,0.04206118747591972,0.23802670061588288,0.9739442038536071,0.2872793209552765,0.810000011920929,0.5238547897338868
exp03_rmt_gca_lane_detail_joint,8.0,3.0559844875335695,0.042963907867670056,0.23669363021850587,0.9652679109573364,0.285728000998497,0.7930000114440918,0.5209377062320709
exp03_rmt_gca_lane_detail_joint,9.0,3.0255946826934816,0.041741685047745704,0.236920548081398,0.9649738669395447,0.2840880620479584,0.7905000162124634,0.5213460183143616
exp03_rmt_gca_lane_detail_joint,10.0,2.9979212188720705,0.04234074138104916,0.23688733339309692,0.9573290252685547,0.28320168137550356,0.7870000147819519,0.5210412204265594
exp04_rmt_gca_lane_matching_joint,1.0,2.255710983276367,0.07032131895422936,0.18059110164642334,0.9087142848968506,0.4752553951740265,0.44600001215934754,0.405987913608551
exp04_rmt_gca_lane_matching_joint,2.0,1.9887122201919556,0.06937836587429047,0.1792193603515625,0.8981354069709778,0.3970351088047028,0.4790000033378601,0.40296159744262694
exp04_rmt_gca_lane_matching_joint,3.0,2.0500281047821045,0.06919384449720382,0.17999713838100434,0.8895200467109681,0.38416063189506533,0.48350000858306885,0.4043421518802643
exp04_rmt_gca_lane_matching_joint,4.0,2.3881009674072264,0.06818509697914124,0.17815989553928374,0.8885214924812317,0.4021411597728729,0.49950000405311584,0.4005424118041992
exp04_rmt_gca_lane_matching_joint,5.0,2.637571439743042,0.06800205156207084,0.18078793585300446,0.8968471622467041,0.3974563407897949,0.4970000123977661,0.40609262585639955
exp04_rmt_gca_lane_matching_joint,6.0,2.5262765979766844,0.06797654241323471,0.17621959507465362,0.8948360586166382,0.38879618644714353,0.47300000607967374,0.396763836145401
exp04_rmt_gca_lane_matching_joint,7.0,2.833910083770752,0.06721402943134308,0.17808948814868927,0.8868217515945435,0.3761041021347046,0.5440000164508819,0.4003863537311554
exp04_rmt_gca_lane_matching_joint,8.0,2.474484100341797,0.06487920179963112,0.17823419749736785,0.8921006846427918,0.36684967756271364,0.5505000054836273,0.40077086329460143
exp04_rmt_gca_lane_matching_joint,9.0,2.7103896808624266,0.06440896287560463,0.17724086821079255,0.8912265419960022,0.3627282464504242,0.5600000131130218,0.398783255815506
exp04_rmt_gca_lane_matching_joint,10.0,2.476268663406372,0.06482642352581024,0.17837953209877014,0.8936818146705627,0.3576200568675995,0.5465000081062317,0.40110737204551694
